OrderID,CustomerID,ProductID,StoreID,Sales Channel,OrderDate,Order Quantity,Discount Applied,Unit Price,Unit Cost
SO - 0004591,33,29,28,Wholesale,2019-11-17,4,0.075,6030.0,2894.4
SO - 0004592,17,11,1,In-Store,2019-11-17,5,0.075,5406.9,3676.692
SO - 0004593,6,8,22,In-Store,2019-11-17,5,0.1,783.9,352.755
SO - 0004594,36,10,117,Online,2019-11-17,2,0.15,268.0,147.4
SO - 0004595,42,45,163,Online,2019-11-17,8,0.075,1936.3,793.883
SO - 0004596,32,33,297,Online,2019-11-18,2,0.15,1078.7,690.368
SO - 0004597,47,22,64,Distributor,2019-11-18,6,0.075,3785.5,1968.46
SO - 0004598,14,21,236,Distributor,2019-11-18,6,0.075,2599.6,1637.748
SO - 0004599,12,3,262,In-Store,2019-11-18,2,0.2,2003.3,1522.508
SO - 0004600,18,10,185,In-Store,2019-11-18,1,0.05,3979.8,2666.466
SO - 0004601,7,40,302,In-Store,2019-11-18,5,0.15,1125.6,574.056
SO - 0004602,44,41,275,Online,2019-11-18,2,0.05,2726.9,1417.988
SO - 0004603,2,18,187,Distributor,2019-11-18,5,0.075,1943.0,1379.53
SO - 0004604,21,41,12,Online,2019-11-19,8,0.2,1078.7,776.664
SO - 0004605,49,11,272,In-Store,2019-11-19,8,0.3,5252.8,3887.072
SO - 0004606,29,35,267,Distributor,2019-11-19,8,0.05,6304.7,4161.102
SO - 0004607,33,38,225,In-Store,2019-11-19,3,0.15,2331.6,1492.224
SO - 0004608,35,27,316,In-Store,2019-11-19,3,0.05,1085.4,922.59
SO - 0004609,44,16,33,Distributor,2019-11-19,4,0.075,3095.4,2104.872
SO - 0004610,43,4,157,Online,2019-11-19,7,0.2,3852.5,3197.575
SO - 0004611,8,9,198,In-Store,2019-11-19,5,0.15,1058.6,772.778
SO - 0004612,21,19,94,Distributor,2019-11-19,6,0.05,2619.7,2069.563
SO - 0004613,14,10,233,Online,2019-11-19,3,0.1,3973.1,1668.702
SO - 0004614,12,32,309,Online,2019-11-19,7,0.1,187.6,150.08
SO - 0004615,29,3,135,Online,2019-11-19,5,0.2,3731.9,2351.097
SO - 0004616,38,14,289,Wholesale,2019-11-20,6,0.05,1092.1,469.603
SO - 0004617,34,14,84,Wholesale,2019-11-20,8,0.1,3986.5,3308.795
SO - 0004618,49,15,277,Wholesale,2019-11-20,4,0.15,6331.5,4748.625
SO - 0004619,34,30,302,In-Store,2019-11-20,3,0.1,5145.6,3190.272
SO - 0004620,38,5,39,In-Store,2019-11-20,7,0.1,3839.1,2188.287
SO - 0004621,2,19,177,Online,2019-11-20,1,0.1,2532.6,1595.538
SO - 0004622,6,28,227,In-Store,2019-11-20,6,0.2,2318.2,1947.288
SO - 0004623,44,9,218,Wholesale,2019-11-20,7,0.15,924.6,564.006
SO - 0004624,24,33,348,In-Store,2019-11-21,6,0.1,1721.9,688.76
SO - 0004625,11,12,274,Wholesale,2019-11-21,5,0.2,180.9,90.45
SO - 0004626,39,24,261,Online,2019-11-21,1,0.05,1011.7,455.265
SO - 0004627,23,19,337,In-Store,2019-11-21,5,0.15,1005.0,542.7
SO - 0004628,18,21,150,Online,2019-11-22,6,0.2,1192.6,918.302
SO - 0004629,49,46,108,Distributor,2019-11-22,6,0.05,810.7,680.988
SO - 0004630,29,31,189,In-Store,2019-11-22,8,0.4,5386.8,3878.496
SO - 0004631,2,14,152,Wholesale,2019-11-22,8,0.075,1815.7,1034.949
SO - 0004632,44,46,168,In-Store,2019-11-22,6,0.15,1051.9,578.545
SO - 0004633,46,4,289,Wholesale,2019-11-22,4,0.4,1092.1,611.576
SO - 0004634,26,27,132,In-Store,2019-11-22,3,0.05,1936.3,1568.403
SO - 0004635,12,6,55,Online,2019-11-22,1,0.2,3437.1,2887.164
SO - 0004636,23,1,257,In-Store,2019-11-22,1,0.1,3182.5,1782.2
SO - 0004637,43,28,358,In-Store,2019-11-23,2,0.1,3792.2,2237.398
SO - 0004638,45,12,116,In-Store,2019-11-23,5,0.15,1132.3,792.61
SO - 0004639,34,32,358,In-Store,2019-11-23,7,0.15,904.5,768.825
SO - 0004640,29,35,143,In-Store,2019-11-23,8,0.075,3986.5,2511.495
SO - 0004641,22,20,236,Wholesale,2019-11-23,3,0.2,1051.9,662.697
SO - 0004642,33,1,122,Online,2019-11-23,2,0.15,964.8,405.216
SO - 0004643,8,41,38,Wholesale,2019-11-23,3,0.1,1098.8,516.436
SO - 0004644,8,4,261,Wholesale,2019-11-23,7,0.4,2586.2,1370.686
SO - 0004645,46,1,302,In-Store,2019-11-23,7,0.1,5634.7,3268.126
SO - 0004646,42,26,233,Online,2019-11-24,5,0.075,3859.2,2855.808
SO - 0004647,5,17,343,In-Store,2019-11-24,4,0.3,207.7,95.542
SO - 0004648,12,25,99,Online,2019-11-24,8,0.05,1139.0,615.06
SO - 0004649,13,14,89,In-Store,2019-11-24,3,0.15,3986.5,2910.145
SO - 0004650,18,15,128,Online,2019-11-24,3,0.05,944.7,377.88
SO - 0004651,13,32,50,Online,2019-11-24,4,0.1,884.4,389.136
SO - 0004652,42,47,323,In-Store,2019-11-24,1,0.075,1118.9,760.852
SO - 0004653,21,31,9,Distributor,2019-11-24,4,0.05,1232.8,788.992
SO - 0004654,3,47,151,In-Store,2019-11-24,6,0.075,194.3,128.238
SO - 0004655,34,24,355,In-Store,2019-11-24,5,0.05,1025.1,625.311
SO - 0004656,7,8,209,In-Store,2019-11-24,7,0.075,3919.5,2430.09
SO - 0004657,2,25,238,Online,2019-11-24,6,0.075,1782.2,962.388
SO - 0004658,48,22,257,In-Store,2019-11-24,8,0.075,2278.0,1116.22
SO - 0004659,47,3,317,In-Store,2019-11-25,5,0.05,2532.6,2076.732
SO - 0004660,39,38,311,Distributor,2019-11-25,8,0.1,3999.9,2319.942
SO - 0004661,8,43,56,Distributor,2019-11-25,2,0.075,1829.1,749.931
SO - 0004662,37,36,155,In-Store,2019-11-25,6,0.05,5949.6,2498.832
SO - 0004663,25,2,96,Online,2019-11-25,3,0.05,1065.3,777.669
SO - 0004664,31,23,82,Online,2019-11-25,7,0.4,1105.5,519.585
SO - 0004665,16,14,211,In-Store,2019-11-25,8,0.05,2680.0,1688.4
SO - 0004666,27,23,278,In-Store,2019-11-26,1,0.2,777.2,536.268
SO - 0004667,26,22,248,Wholesale,2019-11-26,3,0.075,3865.9,1855.632
SO - 0004668,26,30,353,In-Store,2019-11-26,2,0.1,2003.3,1161.914
SO - 0004669,46,38,248,Distributor,2019-11-26,5,0.1,6210.9,2857.014
SO - 0004670,49,16,278,Online,2019-11-26,7,0.05,2579.5,2037.805
SO - 0004671,37,3,9,In-Store,2019-11-26,3,0.05,201.0,118.59
SO - 0004672,29,30,41,Online,2019-11-26,8,0.15,1721.9,929.826
SO - 0004673,40,28,320,Online,2019-11-26,4,0.075,5232.7,3924.525
SO - 0004674,19,44,174,In-Store,2019-11-26,7,0.2,5413.6,2869.208
SO - 0004675,36,36,81,Online,2019-11-27,3,0.2,1011.7,607.02
SO - 0004676,23,16,281,In-Store,2019-11-27,3,0.05,4006.6,2524.158
SO - 0004677,2,20,166,In-Store,2019-11-27,3,0.075,1855.9,1373.366
SO - 0004678,16,44,128,Online,2019-11-27,4,0.075,3651.5,2921.2
SO - 0004679,12,20,359,In-Store,2019-11-27,8,0.2,187.6,99.428
SO - 0004680,3,33,211,Distributor,2019-11-27,5,0.4,1125.6,607.824
SO - 0004681,1,33,10,Online,2019-11-27,1,0.075,5045.1,3027.06
SO - 0004682,20,16,320,In-Store,2019-11-27,4,0.15,214.4,150.08
SO - 0004683,5,39,335,In-Store,2019-11-27,7,0.075,1876.0,1331.96
SO - 0004684,17,38,188,Wholesale,2019-11-27,3,0.075,1125.6,551.544
SO - 0004685,41,21,85,Online,2019-11-27,1,0.075,3986.5,2989.875
SO - 0004686,13,3,165,Online,2019-11-27,6,0.075,6204.2,4901.318
SO - 0004687,49,4,314,In-Store,2019-11-28,8,0.075,1065.3,767.016
SO - 0004688,29,4,330,Distributor,2019-11-28,5,0.2,1038.5,633.485
SO - 0004689,36,37,248,Online,2019-11-28,3,0.1,6539.2,3138.816
SO - 0004690,41,36,206,Wholesale,2019-11-28,4,0.1,1011.7,526.084
SO - 0004691,33,46,161,Wholesale,2019-11-28,7,0.05,3242.8,2561.812
SO - 0004692,35,31,241,Distributor,2019-11-28,2,0.05,1721.9,843.731
SO - 0004693,6,28,56,Online,2019-11-28,2,0.075,3986.5,2910.145
SO - 0004694,40,45,52,Online,2019-11-29,3,0.15,1728.6,1279.164
SO - 0004695,28,38,335,Online,2019-11-29,3,0.075,201.0,106.53
SO - 0004696,42,8,304,Distributor,2019-11-29,1,0.15,971.5,582.9
SO - 0004697,24,16,33,In-Store,2019-11-29,4,0.3,958.1,594.022
SO - 0004698,25,14,83,In-Store,2019-11-29,8,0.4,3953.0,1818.38
SO - 0004699,14,21,89,Online,2019-11-29,1,0.2,1239.5,706.515
SO - 0004700,20,29,128,Distributor,2019-11-29,4,0.05,5621.3,4215.975
SO - 0004701,40,10,90,Online,2019-11-29,1,0.075,3839.1,1881.159
SO - 0004702,41,8,307,Wholesale,2019-11-29,2,0.05,2519.2,1309.984
SO - 0004703,37,23,153,Online,2019-11-29,1,0.05,1005.0,572.85
SO - 0004704,2,31,21,Distributor,2019-11-29,7,0.05,1212.7,933.779
SO - 0004705,5,29,249,Wholesale,2019-11-29,4,0.075,5031.7,2364.899
SO - 0004706,25,25,47,Wholesale,2019-11-30,6,0.075,2418.7,1330.285
SO - 0004707,11,44,14,Online,2019-11-30,3,0.075,1085.4,716.364
SO - 0004708,8,2,351,In-Store,2019-11-30,3,0.1,5728.5,3207.96
SO - 0004709,13,33,341,In-Store,2019-11-30,7,0.2,214.4,122.208
SO - 0004710,35,46,283,In-Store,2019-11-30,7,0.075,891.1,525.749
SO - 0004711,47,37,55,Wholesale,2019-11-30,3,0.05,1065.3,639.18
SO - 0004712,25,10,271,Online,2019-11-30,1,0.05,6277.9,3892.298
SO - 0004713,7,14,182,Wholesale,2019-11-30,4,0.15,1085.4,868.32
SO - 0004714,32,3,222,In-Store,2019-11-30,8,0.4,5393.5,3128.23
SO - 0004715,32,7,113,Distributor,2019-11-30,7,0.05,234.5,119.595
SO - 0004716,2,20,198,In-Store,2019-12-01,6,0.075,978.2,410.844
SO - 0004717,43,2,190,In-Store,2019-12-01,6,0.2,254.6,155.306
SO - 0004718,38,44,189,Wholesale,2019-12-01,7,0.2,1252.9,1052.436
SO - 0004719,33,23,336,Distributor,2019-12-01,8,0.075,1098.8,813.112
SO - 0004720,6,39,355,Online,2019-12-01,4,0.075,1058.6,592.816
SO - 0004721,21,38,270,In-Store,2019-12-01,8,0.05,201.0,132.66
SO - 0004722,44,3,213,In-Store,2019-12-01,4,0.075,1045.2,867.516
SO - 0004723,3,8,291,Online,2019-12-01,6,0.05,2358.4,1132.032
SO - 0004724,43,44,133,In-Store,2019-12-01,4,0.15,2572.8,1132.032
SO - 0004725,26,13,260,Online,2019-12-02,5,0.05,1065.3,585.915
SO - 0004726,38,18,169,Online,2019-12-02,1,0.05,2298.1,1884.442
SO - 0004727,5,7,8,Wholesale,2019-12-02,2,0.1,2814.0,1997.94
SO - 0004728,42,19,112,In-Store,2019-12-02,7,0.2,1118.9,760.852
SO - 0004729,30,44,87,Online,2019-12-02,4,0.4,1098.8,472.484
SO - 0004730,45,29,17,Distributor,2019-12-02,8,0.075,1855.9,760.919
SO - 0004731,47,3,2,Online,2019-12-02,7,0.05,2532.6,1696.842
SO - 0004732,43,40,145,In-Store,2019-12-02,6,0.1,1340.0,737.0
SO - 0004733,9,4,35,In-Store,2019-12-03,4,0.15,1728.6,1382.88
SO - 0004734,23,42,122,In-Store,2019-12-03,8,0.05,1105.5,486.42
SO - 0004735,29,23,296,Wholesale,2019-12-03,8,0.075,850.9,485.013
SO - 0004736,11,11,95,Online,2019-12-03,1,0.4,5118.8,3020.092
SO - 0004737,25,14,355,Wholesale,2019-12-03,4,0.4,2318.2,1460.466
SO - 0004738,30,21,212,Wholesale,2019-12-03,3,0.075,837.5,644.875
SO - 0004739,5,19,265,Online,2019-12-03,8,0.4,1996.6,1337.722
SO - 0004740,1,5,298,Distributor,2019-12-03,7,0.3,4006.6,3004.95
SO - 0004741,13,6,243,In-Store,2019-12-04,2,0.05,1051.9,683.735
SO - 0004742,1,38,250,In-Store,2019-12-04,1,0.05,3946.3,2525.632
SO - 0004743,3,46,41,Online,2019-12-04,5,0.4,984.9,472.752
SO - 0004744,43,24,289,Online,2019-12-04,8,0.075,2934.6,1496.646
SO - 0004745,38,40,201,In-Store,2019-12-04,8,0.2,3798.9,2925.153
SO - 0004746,30,8,305,In-Store,2019-12-04,2,0.1,3819.0,3055.2
SO - 0004747,13,29,176,Online,2019-12-04,2,0.1,1869.3,1476.747
SO - 0004748,35,36,179,Distributor,2019-12-04,2,0.05,1132.3,486.889
SO - 0004749,11,34,103,In-Store,2019-12-05,2,0.15,817.4,678.442
SO - 0004750,28,37,142,In-Store,2019-12-05,3,0.15,1125.6,461.496
SO - 0004751,32,10,293,In-Store,2019-12-05,7,0.15,1172.5,515.9
SO - 0004752,50,38,297,In-Store,2019-12-05,8,0.05,1152.4,749.06
SO - 0004753,15,16,270,Wholesale,2019-12-05,7,0.05,6170.7,3270.471
SO - 0004754,33,47,12,In-Store,2019-12-05,7,0.075,6304.7,5106.807
SO - 0004755,26,31,33,Distributor,2019-12-05,1,0.075,857.6,711.808
SO - 0004756,5,25,183,Distributor,2019-12-06,6,0.2,5051.8,2020.72
SO - 0004757,1,12,80,In-Store,2019-12-06,3,0.05,268.0,125.96
SO - 0004758,34,9,58,Online,2019-12-06,2,0.1,1132.3,837.902
SO - 0004759,2,27,91,Online,2019-12-06,1,0.05,3309.8,1886.586
SO - 0004760,44,28,252,Online,2019-12-06,7,0.05,931.3,400.459
SO - 0004761,39,42,339,Online,2019-12-06,1,0.3,2331.6,1002.588
SO - 0004762,14,7,182,Distributor,2019-12-06,7,0.1,5065.2,2026.08
SO - 0004763,44,19,45,Online,2019-12-06,3,0.05,837.5,653.25
SO - 0004764,34,13,232,Wholesale,2019-12-06,2,0.05,690.1,282.941
SO - 0004765,34,31,230,In-Store,2019-12-07,7,0.05,2626.4,1575.84
SO - 0004766,47,31,10,In-Store,2019-12-07,2,0.15,2425.4,1479.494
SO - 0004767,9,28,312,Distributor,2019-12-07,3,0.075,3865.9,3247.356
SO - 0004768,19,34,274,Online,2019-12-07,2,0.075,783.9,501.696
SO - 0004769,7,19,238,Distributor,2019-12-07,8,0.075,5112.1,3322.865
SO - 0004770,10,15,39,In-Store,2019-12-07,6,0.1,1809.0,1049.22
SO - 0004771,37,9,154,In-Store,2019-12-07,6,0.1,2673.3,1764.378
SO - 0004772,41,21,318,Online,2019-12-08,6,0.075,3973.1,2781.17
SO - 0004773,34,46,19,Distributor,2019-12-08,2,0.15,1862.6,1229.316
SO - 0004774,15,29,316,Wholesale,2019-12-08,3,0.15,958.1,526.955
SO - 0004775,27,25,189,Online,2019-12-08,8,0.3,911.2,774.52
SO - 0004776,21,45,278,Wholesale,2019-12-09,6,0.15,1025.1,410.04
SO - 0004777,3,7,35,Wholesale,2019-12-09,8,0.05,2224.4,934.248
SO - 0004778,40,13,304,In-Store,2019-12-09,3,0.2,2358.4,1768.8
SO - 0004779,19,14,214,Online,2019-12-09,6,0.15,3946.3,2525.632
SO - 0004780,7,34,327,In-Store,2019-12-09,7,0.05,911.2,428.264
SO - 0004781,27,37,342,Online,2019-12-09,5,0.05,777.2,466.32
SO - 0004782,36,36,312,Wholesale,2019-12-09,6,0.075,2345.0,1195.95
SO - 0004783,41,38,61,Online,2019-12-09,6,0.05,3162.4,1676.072
SO - 0004784,26,20,165,Online,2019-12-10,5,0.15,2532.6,1519.56
SO - 0004785,25,10,212,In-Store,2019-12-10,3,0.15,201.0,90.45
SO - 0004786,35,11,75,Online,2019-12-10,2,0.05,1025.1,779.076
SO - 0004787,23,23,177,In-Store,2019-12-10,4,0.075,3484.0,1567.8
SO - 0004788,8,17,220,In-Store,2019-12-10,7,0.1,2592.9,2048.391
SO - 0004789,14,38,34,In-Store,2019-12-10,2,0.3,2773.8,1692.018
SO - 0004790,29,25,5,In-Store,2019-12-11,1,0.4,1085.4,607.824
SO - 0004791,15,30,90,Wholesale,2019-12-11,2,0.1,3912.8,3208.496
SO - 0004792,14,7,1,Online,2019-12-11,5,0.05,167.5,83.75
SO - 0004793,11,46,20,In-Store,2019-12-11,8,0.075,1795.6,897.8
SO - 0004794,10,23,316,In-Store,2019-12-11,3,0.05,3892.7,2841.671
SO - 0004795,27,21,276,In-Store,2019-12-11,1,0.1,174.2,83.616
SO - 0004796,34,36,215,Online,2019-12-11,6,0.05,2572.8,1878.144
SO - 0004797,49,13,91,Online,2019-12-11,8,0.075,201.0,98.49
SO - 0004798,14,29,257,In-Store,2019-12-11,3,0.075,3999.9,2599.935
SO - 0004799,21,15,75,In-Store,2019-12-12,3,0.075,1788.9,1234.341
SO - 0004800,42,27,202,In-Store,2019-12-12,7,0.3,201.0,132.66
SO - 0004801,9,34,231,In-Store,2019-12-12,4,0.075,241.2,106.128
SO - 0004802,41,39,364,In-Store,2019-12-12,4,0.075,1065.3,798.975
SO - 0004803,28,15,108,In-Store,2019-12-12,4,0.075,2432.1,1507.902
SO - 0004804,17,46,237,In-Store,2019-12-12,2,0.05,3825.7,3137.074
SO - 0004805,9,25,188,Distributor,2019-12-12,7,0.075,5393.5,3937.255
SO - 0004806,29,26,33,In-Store,2019-12-12,7,0.4,3986.5,1674.33
SO - 0004807,14,45,7,Distributor,2019-12-12,5,0.075,1005.0,582.9
SO - 0004808,23,47,249,Distributor,2019-12-13,7,0.2,6036.7,2837.249
SO - 0004809,9,46,14,Online,2019-12-13,7,0.05,2385.2,1311.86
SO - 0004810,39,2,323,In-Store,2019-12-13,8,0.1,1072.0,771.84
SO - 0004811,20,11,284,Online,2019-12-13,7,0.1,5085.3,2695.209
SO - 0004812,6,10,103,In-Store,2019-12-13,5,0.15,3845.8,1922.9
SO - 0004813,24,24,322,In-Store,2019-12-13,6,0.4,1286.4,668.928
SO - 0004814,12,1,250,In-Store,2019-12-13,8,0.075,1078.7,809.025
SO - 0004815,6,38,247,Distributor,2019-12-14,7,0.1,5802.2,4583.738
SO - 0004816,49,5,340,Distributor,2019-12-14,8,0.15,1721.9,1050.359
SO - 0004817,10,7,62,In-Store,2019-12-14,1,0.15,944.7,736.866
SO - 0004818,26,20,138,Online,2019-12-14,3,0.15,247.9,131.387
SO - 0004819,13,33,46,Wholesale,2019-12-14,6,0.1,1929.6,1447.2
SO - 0004820,41,15,71,Distributor,2019-12-14,2,0.075,971.5,612.045
SO - 0004821,48,9,270,Wholesale,2019-12-14,1,0.05,1118.9,716.096
SO - 0004822,25,27,297,Online,2019-12-15,7,0.1,991.6,813.112
SO - 0004823,38,40,246,In-Store,2019-12-15,6,0.05,2291.4,1810.206
SO - 0004824,14,24,105,Online,2019-12-15,4,0.05,944.7,576.267
SO - 0004825,3,46,197,In-Store,2019-12-15,5,0.05,3865.9,2164.904
SO - 0004826,7,16,154,Wholesale,2019-12-15,3,0.075,1118.9,850.364
SO - 0004827,14,12,17,Online,2019-12-15,8,0.15,180.9,123.012
SO - 0004828,29,11,290,Online,2019-12-15,4,0.1,5681.6,3238.512
SO - 0004829,37,8,135,Online,2019-12-15,6,0.3,2680.0,1581.2
SO - 0004830,25,45,50,In-Store,2019-12-15,6,0.1,1782.2,1122.786
SO - 0004831,12,11,193,Wholesale,2019-12-15,2,0.15,1085.4,922.59
SO - 0004832,43,8,258,Online,2019-12-15,3,0.075,4006.6,3325.478
SO - 0004833,40,47,297,Online,2019-12-16,3,0.1,1849.2,1516.344
SO - 0004834,50,30,190,In-Store,2019-12-16,5,0.075,1829.1,1188.915
SO - 0004835,48,40,183,Online,2019-12-16,6,0.2,2418.7,1378.659
SO - 0004836,18,28,251,In-Store,2019-12-16,3,0.075,1701.8,1055.116
SO - 0004837,22,4,162,Online,2019-12-16,1,0.075,1072.0,568.16
SO - 0004838,44,35,54,Online,2019-12-16,8,0.075,3819.0,2864.25
SO - 0004839,10,39,102,In-Store,2019-12-16,5,0.15,871.0,740.35
SO - 0004840,13,47,213,Distributor,2019-12-16,1,0.1,3892.7,1712.788
SO - 0004841,13,5,106,Online,2019-12-16,1,0.05,3845.8,2384.396
SO - 0004842,5,7,98,Distributor,2019-12-16,7,0.05,1085.4,596.97
SO - 0004843,36,20,77,In-Store,2019-12-17,3,0.15,2244.5,1054.915
SO - 0004844,21,7,68,In-Store,2019-12-17,5,0.05,1005.0,472.35
SO - 0004845,35,7,191,In-Store,2019-12-17,4,0.1,1929.6,1370.016
SO - 0004846,10,34,244,In-Store,2019-12-17,5,0.05,1098.8,791.136
SO - 0004847,21,35,358,Online,2019-12-17,3,0.1,864.3,475.365
SO - 0004848,31,11,97,Distributor,2019-12-17,5,0.075,5922.8,2428.348
SO - 0004849,26,47,153,Wholesale,2019-12-17,4,0.4,3859.2,1929.6
SO - 0004850,34,12,304,Distributor,2019-12-17,2,0.075,3912.8,1565.12
SO - 0004851,18,15,65,In-Store,2019-12-17,2,0.075,1179.2,978.736
SO - 0004852,45,14,298,Online,2019-12-17,4,0.075,1681.7,1378.994
SO - 0004853,35,34,204,In-Store,2019-12-18,1,0.2,2425.4,1697.78
SO - 0004854,23,22,120,In-Store,2019-12-18,8,0.075,1118.9,760.852
SO - 0004855,17,35,66,Distributor,2019-12-18,6,0.075,1326.6,955.152
SO - 0004856,9,1,207,Online,2019-12-18,1,0.075,2974.8,1487.4
SO - 0004857,22,33,103,In-Store,2019-12-18,1,0.15,180.9,88.641
SO - 0004858,34,17,167,Wholesale,2019-12-18,3,0.05,5996.5,4917.13
SO - 0004859,27,40,60,Online,2019-12-19,4,0.05,2425.4,1164.192
SO - 0004860,11,28,286,In-Store,2019-12-19,4,0.05,5460.5,4313.795
SO - 0004861,30,30,143,In-Store,2019-12-19,2,0.2,891.1,499.016
SO - 0004862,34,38,42,In-Store,2019-12-19,4,0.05,1688.4,1063.692
SO - 0004863,26,39,173,Online,2019-12-19,7,0.4,2324.9,1441.438
SO - 0004864,35,44,87,Wholesale,2019-12-19,4,0.2,1011.7,414.797
SO - 0004865,7,4,37,Online,2019-12-19,8,0.2,234.5,180.565
SO - 0004866,13,18,355,In-Store,2019-12-19,5,0.05,1078.7,625.646
SO - 0004867,18,38,69,Online,2019-12-19,2,0.05,207.7,112.158
SO - 0004868,33,9,189,In-Store,2019-12-19,8,0.15,2264.6,1109.654
SO - 0004869,4,42,93,In-Store,2019-12-20,6,0.05,884.4,566.016
SO - 0004870,12,17,301,In-Store,2019-12-20,8,0.075,2840.8,2045.376
SO - 0004871,9,31,349,Online,2019-12-20,3,0.075,5681.6,2897.616
SO - 0004872,4,19,182,In-Store,2019-12-20,7,0.1,5936.2,3027.462
SO - 0004873,25,16,275,Online,2019-12-20,1,0.3,1078.7,550.137
SO - 0004874,12,10,99,In-Store,2019-12-20,7,0.05,2653.2,1485.792
SO - 0004875,39,43,17,In-Store,2019-12-20,6,0.075,268.0,131.32
SO - 0004876,41,20,51,Distributor,2019-12-20,7,0.1,1098.8,890.028
SO - 0004877,43,1,100,In-Store,2019-12-21,6,0.075,3999.9,3399.915
SO - 0004878,29,1,213,In-Store,2019-12-21,7,0.075,6204.2,3226.184
SO - 0004879,32,7,267,In-Store,2019-12-21,3,0.15,2257.9,1151.529
SO - 0004880,38,11,184,Online,2019-12-21,8,0.4,2318.2,1460.466
SO - 0004881,33,23,84,Online,2019-12-21,5,0.2,2680.0,1125.6
SO - 0004882,34,16,309,Online,2019-12-21,3,0.05,1125.6,787.92
SO - 0004883,7,17,292,Online,2019-12-21,7,0.075,3932.9,2713.701
SO - 0004884,7,12,361,Wholesale,2019-12-21,8,0.05,5460.5,4586.82
SO - 0004885,8,31,352,Wholesale,2019-12-22,8,0.05,1139.0,501.16
SO - 0004886,25,17,128,In-Store,2019-12-22,5,0.075,254.6,165.49
SO - 0004887,47,41,157,Online,2019-12-22,3,0.1,2539.3,1015.72
SO - 0004888,13,7,320,In-Store,2019-12-22,8,0.2,5748.6,4598.88
SO - 0004889,28,41,68,Wholesale,2019-12-22,1,0.4,1809.0,1193.94
SO - 0004890,16,8,90,Wholesale,2019-12-22,4,0.1,167.5,122.275
SO - 0004891,36,12,94,In-Store,2019-12-23,3,0.05,194.3,161.269
SO - 0004892,17,36,30,In-Store,2019-12-23,6,0.3,3932.9,1691.147
SO - 0004893,11,46,264,Online,2019-12-23,1,0.075,3376.8,1857.24
SO - 0004894,40,16,152,In-Store,2019-12-23,8,0.05,5433.7,3803.59
SO - 0004895,9,30,256,In-Store,2019-12-23,5,0.075,5855.8,4216.176
SO - 0004896,34,13,67,In-Store,2019-12-23,4,0.15,844.2,438.984
SO - 0004897,18,32,150,Online,2019-12-23,6,0.1,931.3,596.032
SO - 0004898,7,34,226,Online,2019-12-23,4,0.05,797.3,677.705
SO - 0004899,7,10,191,Wholesale,2019-12-23,5,0.05,877.7,465.181
SO - 0004900,2,33,244,Online,2019-12-23,2,0.05,2405.3,986.173
SO - 0004901,39,13,128,Wholesale,2019-12-24,7,0.075,254.6,188.404
SO - 0004902,35,28,326,Wholesale,2019-12-24,2,0.075,1983.2,1665.888
SO - 0004903,6,45,254,In-Store,2019-12-24,6,0.15,1098.8,791.136
SO - 0004904,12,28,166,In-Store,2019-12-24,4,0.15,1286.4,514.56
SO - 0004905,1,20,120,Distributor,2019-12-24,2,0.15,2626.4,1549.576
SO - 0004906,38,44,62,In-Store,2019-12-24,6,0.15,3892.7,2218.839
SO - 0004907,47,35,161,Online,2019-12-25,8,0.05,1139.0,660.62
SO - 0004908,6,45,247,In-Store,2019-12-25,3,0.1,261.3,143.715
SO - 0004909,31,19,196,Wholesale,2019-12-25,4,0.05,234.5,143.045
SO - 0004910,22,3,77,Online,2019-12-25,8,0.15,1319.9,884.333
SO - 0004911,35,25,216,In-Store,2019-12-26,7,0.075,2673.3,1229.718
SO - 0004912,33,23,243,In-Store,2019-12-26,5,0.1,2948.0,1621.4
SO - 0004913,37,20,186,In-Store,2019-12-26,2,0.05,167.5,75.375
SO - 0004914,3,17,257,In-Store,2019-12-26,7,0.15,3872.6,3059.354
SO - 0004915,1,41,49,In-Store,2019-12-26,1,0.075,3932.9,3185.649
SO - 0004916,17,2,90,Wholesale,2019-12-26,5,0.075,1058.6,688.09
SO - 0004917,1,14,128,In-Store,2019-12-26,5,0.05,187.6,88.172
SO - 0004918,32,21,241,Online,2019-12-26,8,0.075,2613.0,2168.79
SO - 0004919,23,35,27,Online,2019-12-26,6,0.05,1963.1,1040.443
SO - 0004920,40,12,88,Online,2019-12-26,6,0.075,3993.2,3154.628
SO - 0004921,27,15,59,In-Store,2019-12-27,7,0.075,770.5,392.955
SO - 0004922,31,22,28,In-Store,2019-12-27,2,0.15,5540.9,4488.129
SO - 0004923,11,24,179,Wholesale,2019-12-27,2,0.05,1949.7,1559.76
SO - 0004924,37,29,84,In-Store,2019-12-27,2,0.05,5889.3,4888.119
SO - 0004925,13,21,280,Online,2019-12-27,4,0.075,730.3,496.604
SO - 0004926,45,33,301,Wholesale,2019-12-27,4,0.075,3872.6,1858.848
SO - 0004927,5,11,315,In-Store,2019-12-28,5,0.075,3577.8,1645.788
SO - 0004928,4,27,209,Distributor,2019-12-28,1,0.05,2532.6,1063.692
SO - 0004929,30,30,234,In-Store,2019-12-28,8,0.1,2673.3,2138.64
SO - 0004930,8,15,275,Wholesale,2019-12-28,7,0.05,1065.3,894.852
SO - 0004931,37,4,240,Online,2019-12-28,4,0.15,1132.3,634.088
